StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Informed Consent,Age,SchoolYear,Race,Gender,GenderOther,PoliticalAffil,PoliticalOther,Q6,ZipCode,QualIssues,PrimarySource,WaterBottle,HomeSource,HomeTapSafe,CampusTapSafe,PlasticBottleSafe,GovtReliable,ChoiceOtherCommunity,RankTaste,RankAppearance,RankHealth,RankConvenience,RankEnvironment,RankCost,RankSource,OpenResponse1,FilterYesNo,DailyQuantity
11/7/2023 11:31,11/7/2023 11:32,IP Address,71,47,FALSE,11/14/2023 11:32,R_3O1bQWv4sOsBJ4q,qr,EN,"Yes, I want to participate",19,Sophomore,Asian,Woman,,Prefer not to answer,,Prefer not to answer,,No,Tap water,Yes,Public Supply,,,,,,,,,,,,,,,
11/7/2023 11:42,11/7/2023 11:43,IP Address,18,59,FALSE,11/14/2023 11:44,R_1d0jiRoXtSqtVOs,qr,EN,"Yes, I want to participate",18,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/7/2023 11:52,11/7/2023 11:54,IP Address,82,151,FALSE,11/14/2023 11:54,R_1GJr6cHO0pDk5Ql,qr,EN,"Yes, I want to participate",27,Senior,Asian,,,Mostly liberal,,Prefer not to answer,,No,Tap water,No,Public Supply,Strongly agree,,Strongly agree,Strongly agree,Neither agree nor disagree,,,,,,,,,,
11/7/2023 12:56,11/7/2023 12:56,IP Address,12,37,FALSE,11/14/2023 12:56,R_2SddE8ChweRjLqH,qr,EN,"Yes, I want to participate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/7/2023 12:54,11/7/2023 12:55,IP Address,82,78,FALSE,11/14/2023 12:57,R_3Oc9iwuBhD2PwbF,qr,EN,"Yes, I want to participate",18,Freshman,White/Caucasian,Woman,,Prefer not to answer,,Zip Code,1430,Yes,Tap water,Yes,Public Supply,Somewhat agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,,,,,,,,,,
11/7/2023 13:01,11/7/2023 13:01,IP Address,18,33,FALSE,11/14/2023 13:02,R_1M2VNx527FvnVrX,qr,EN,"Yes, I want to participate",30,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/7/2023 13:01,11/7/2023 13:02,IP Address,71,51,FALSE,11/14/2023 13:03,R_2ttA9l3szYNuG4e,qr,EN,"Yes, I want to participate",18,Freshman,Asian,Man,,Mixed,,Zip Code,2148,No,Plastic bottled water,No,Public Supply,,,,,,,,,,,,,,,
11/7/2023 13:04,11/7/2023 13:04,IP Address,18,11,FALSE,11/14/2023 13:05,R_OdrQdXUcG5WEYX7,qr,EN,"Yes, I want to participate",21,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/7/2023 13:03,11/7/2023 13:04,IP Address,71,72,FALSE,11/14/2023 13:06,R_3PLlpCWI3bdEa9z,qr,EN,"Yes, I want to participate",24,PhD,Asian,Woman,,Prefer not to answer,,Prefer not to answer,,,Tap water,Prefer not to answer,Public Supply,,,,,,,,,,,,,,,
11/7/2023 13:03,11/7/2023 13:06,IP Address,82,155,FALSE,11/14/2023 13:08,R_O1NT3yiHAhYbRg5,qr,EN,"Yes, I want to participate",22,Senior,Black or African American,Man,,Mixed,,Zip Code,2038,No,Plastic bottled water,Yes,Well,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,1,5,2,3,4,6,7,,,
11/7/2023 13:03,11/7/2023 13:05,IP Address,71,174,FALSE,11/14/2023 13:09,R_2AFgcl5yyDYFugG,qr,EN,"Yes, I want to participate",19,Sophomore,White/Caucasian,Woman,,Consistently liberal,,Zip Code,2125,,Plastic bottled water,No,Public Supply,,,,,,,,,,,,,,,
11/7/2023 13:06,11/7/2023 13:10,IP Address,82,233,FALSE,11/14/2023 13:11,R_3oENwZ1pPJGDPxH,qr,EN,"Yes, I want to participate",21,Senior,White/Caucasian,Woman,,Mostly liberal,,Prefer not to answer,,Yes,Plastic bottled water,Yes,,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly disagree,,,,,,,,,,
11/7/2023 13:27,11/7/2023 13:28,IP Address,12,29,FALSE,11/14/2023 13:28,R_2bHuGnoFBLFXwMc,qr,EN,"Yes, I want to participate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/7/2023 13:30,11/7/2023 13:32,IP Address,71,76,FALSE,11/14/2023 13:32,R_3e7VyHwIyKNOLhS,qr,EN,"Yes, I want to participate",18,Freshman,Black or African American,Man,,Mixed,,Prefer not to answer,,,Plastic bottled water,Yes,Public Supply,,,,,,,,,,,,,,,
11/7/2023 13:31,11/7/2023 13:32,IP Address,59,68,FALSE,11/14/2023 13:33,R_2wmhdqg720DHDHG,qr,EN,"Yes, I want to participate",23,Master,Asian,Woman,,Prefer not to answer,,Zip Code,2125,,Tap water,,,,,,,,,,,,,,,,,
11/7/2023 13:32,11/7/2023 13:33,IP Address,82,85,FALSE,11/14/2023 13:34,R_3L251on2L1S6deO,qr,EN,"Yes, I want to participate",22,Senior,Asian,Non-binary,,Other,leftist,Zip Code,2122,No,Tap water,No,Public Supply,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,,,,,,,,,,
11/7/2023 13:30,11/7/2023 13:34,IP Address,59,210,FALSE,11/14/2023 13:34,R_29sP1FI6FNP0Jj5,qr,EN,"Yes, I want to participate",20,Junior,White/Caucasian,Man,,Mostly liberal,,Prefer not to answer,,Yes,Tap water,,,,,,,,,,,,,,,,,
11/7/2023 13:32,11/7/2023 13:34,IP Address,59,137,FALSE,11/14/2023 13:35,R_2DYyLofmTb4Qirr,qr,EN,"Yes, I want to participate",18,Freshman,"American Indian or Alaska Native,Black or African American",Woman,,Other,,Zip Code,2124,,Plastic bottled water,,,,,,,,,,,,,,,,,
11/7/2023 13:36,11/7/2023 13:39,IP Address,82,185,FALSE,11/14/2023 13:40,R_1DpUE43nisZqhhQ,qr,EN,"Yes, I want to participate",18,Freshman,Prefer not to answer,Woman,,Consistently liberal,,Prefer not to answer,,No,Plastic bottled water,No,Well,Somewhat agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly agree,7,6,1,4,3,2,5,,,
11/7/2023 13:35,11/7/2023 13:36,IP Address,71,84,FALSE,11/14/2023 13:41,R_RsNjV2mz7bJDlzX,qr,EN,"Yes, I want to participate",20,Sophomore,Black or African American,Woman,,Consistently liberal,,Prefer not to answer,,Yes,Plastic bottled water,Yes,Public Supply,,,,,,,,,,,,,,,
11/7/2023 13:45,11/7/2023 13:45,IP Address,12,4,FALSE,11/14/2023 13:46,R_1HobMQzXVofn0F7,qr,EN,"Yes, I want to participate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/7/2023 13:46,11/7/2023 13:46,Spam,12,4,FALSE,11/14/2023 13:46,R_2s5QonZKRCZcRnz,qr,EN,"Yes, I want to participate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/7/2023 13:48,11/7/2023 13:50,IP Address,59,114,FALSE,11/14/2023 13:50,R_2OVIrT6gcEIiUtG,qr,EN,"Yes, I want to participate",24,Master,Asian,Woman,,Consistently conservative,,Zip Code,2171,No,Tap water,,,,,,,,,,,,,,,,,
11/7/2023 13:47,11/7/2023 13:55,IP Address,18,474,FALSE,11/14/2023 14:00,R_2uL3acPAX1gSL8n,qr,EN,"Yes, I want to participate",21,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/7/2023 12:55,11/7/2023 13:57,IP Address,82,3766,FALSE,11/14/2023 14:02,R_1cZgVxTpMQgoDR1,qr,EN,"Yes, I want to participate",21,Senior,"Asian,White/Caucasian",Woman,,Mostly liberal,,Zip Code,2150,,Plastic bottled water,Yes,Public Supply,Strongly disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,2,3,1,4,5,7,6,,,
11/7/2023 15:37,11/7/2023 15:37,IP Address,12,2,FALSE,11/14/2023 15:37,R_2ss311c0lMotSfL,qr,EN,"Yes, I want to participate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/7/2023 15:45,11/7/2023 15:46,IP Address,71,83,FALSE,11/14/2023 15:46,R_10AdYmez4CPTAqa,qr,EN,"Yes, I want to participate",18,Freshman,Hispanic or Latino,Woman,,Other,idk,Zip Code,2135,No,Plastic bottled water,No,Public Supply,,,,,,,,,,,,,,,
11/16/2023 17:18,11/16/2023 17:18,IP Address,12,5,FALSE,11/23/2023 17:18,R_2viiC0zSfvNnFD2,qr,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
